Ref,Status,Location,Description,Created,Target,Type,To Package,Status Changed,Association,OverDue,Images,Comments,Documents,Priority,Cause,Project,Report Status,Task Group,Resolution_Days,OverDue_Flag
T97233.69,Closed,JPC Project Management>Site Management,Walkway to be formed from MSCP,2020-01-12,,Safety Notice (Amber) - General Issue,Main Contractor,2020-02-28,FormAnswer,False,True,False,False,Standard,JPC - Safety - Access,1330,Closed,Safety,47,0
T97233.68,Closed,JPC Project Management>Site Management,Excavation to be stepped adequately,2020-01-12,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,2020-02-28,FormAnswer,False,True,False,False,Standard,JPC - Safety - Excavations,1330,Closed,Safety,47,0
T97233.67,Closed,JPC Project Management>Site Management,Walkway to be extended around Area 3 DIV as per PM G site instruction,2020-01-12,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,2020-02-28,FormAnswer,False,True,False,False,Standard,JPC - Safety - Access,1330,Closed,Safety,47,0
T97233.66,EHS Good Observation,JPC Project Management>Site Management,whiteboard meetings working well,2020-01-12,,Safety Notice (Green) - Good Observation,Main Contractor,2020-01-12,FormAnswer,False,True,False,False,Standard,JPC - Safety - Access,1330,Closed,Safety,0,0
T92636.142,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,cutting area excluded.,2020-01-10,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,2020-01-10,FormAnswer,False,True,False,False,Standard,JPC - Safety - Exclusion Zones,1330,Closed,Safety,0,0
T92636.141,Closed,JPC Project Management>EHS Forms>01 Inspections,single slings to be removed and skipped,2020-01-10,,Safety Notice (Amber) - General Issue,Concrete,2020-01-22,FormAnswer,False,True,False,False,Standard,JPC - Safety - Lifting / Slinging,1330,Closed,Safety,12,0
T92636.140,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Barriers to electrical ducts excavations service yard,2020-01-10,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,2020-01-10,FormAnswer,False,True,False,False,Standard,JPC - Safety - Exclusion Zones,1330,Closed,Safety,0,0
T92636.139,Closed,JPC Project Management>EHS Forms>01 Inspections,barriers to firemain excavation,2020-01-10,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,2020-01-22,FormAnswer,False,True,False,False,Standard,JPC - Safety - Excavations,1330,Closed,Safety,12,0
T92636.138,Closed,JPC Project Management>EHS Forms>01 Inspections,timbers and reinforcment,2020-01-10,,Safety Notice (Amber) - General Issue,Concrete,2020-01-22,FormAnswer,False,True,False,False,Standard,JPC - Safety - House Keeping,1330,Closed,Safety,12,0
T92636.137,Closed,JPC Project Management>EHS Forms>01 Inspections,red mortar bin on level 3. exchange,2020-01-10,,Safety Notice (Amber) - General Issue,Concrete,2020-01-22,FormAnswer,False,True,False,False,Standard,JPC - Safety - House Keeping,1330,Closed,Safety,12,0
T92636.136,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,coring level 3. exclusion zone,2020-01-10,,Safety Notice (Green) - Good Observation,Main Contractor,2020-01-10,FormAnswer,False,True,False,False,Standard,JPC - Safety - Exclusion Zones,1330,Closed,Safety,0,0
T92636.135,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Ensure cores are disposed of. works on going,2020-01-10,,Safety Notice (Green) - Good Observation,Main Contractor,2020-01-10,FormAnswer,False,True,False,False,Standard,JPC - Safety - House Keeping,1330,Closed,Safety,0,0
T86430.20,EHS Good Observation,1330 - Regeneron Building 19,Protection to Columns,2020-01-09,,Safety Notice (Green) - Good Observation,Main Contractor,2020-01-09,FormAnswer,False,True,False,False,Standard,JPC - Safety - House Keeping,1330,Closed,Safety,0,0
T86430.19,Closed,1330 - Regeneron Building 19,"Protruding rebar to be tied with 2 x 1s full width, for protection",2020-01-09,,Safety Notice (Amber) - General Issue,Concrete,2020-02-28,FormAnswer,False,True,False,False,Standard,JPC - Safety - House Keeping,1330,Closed,Safety,50,0
T113852.3,Closed,JPC Project Management>EHS Forms>01 Inspections,housekeeping,2020-01-08,,Safety Notice (Amber) - General Issue,Main Contractor,2020-02-07,FormAnswer,False,False,True,False,Standard,JPC - Safety - House Keeping,1330,Closed,Safety,30,0
T113852.1,Closed,JPC Project Management>EHS Forms>01 Inspections,housekeeping,2020-01-08,,Safety Notice (Amber) - General Issue,Concrete,2020-02-07,FormAnswer,False,True,True,False,Standard,JPC - Safety - House Keeping,1330,Closed,Safety,30,0
T109023.15,Closed,1330 - Regeneron Building 19,petrol can in groundworks cabin not stored as per hazardous material storage plan,2020-01-07,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,2020-02-28,FormAnswer,False,True,True,False,Standard,JPC - Safety - Environmental,1330,Closed,Safety,52,0
T109023.14,Closed,1330 - Regeneron Building 19,generator fitted on insufficient bund,2020-01-07,,Safety Notice (Amber) - General Issue,Construction Management,2020-03-20,FormAnswer,False,True,False,False,Standard,JPC - Safety - Environmental,1330,Closed,Safety,73,0
T114176.2,Closed,JPC Project Management>EHS Forms>01 Inspections,house keeping needs attention,2020-01-06,,Safety Notice (Amber) - General Issue,Concrete,2020-02-07,FormAnswer,False,True,False,False,Behavioural Failure,JPC - Safety - House Keeping,1330,Closed,Safety,32,0
T114176.1,Closed,JPC Project Management>EHS Forms>01 Inspections,walkway to be removed or reinstated on south elevation,2020-01-06,,Safety Notice (Amber) - General Issue,Main Contractor,2020-03-27,FormAnswer,False,True,False,False,Behavioural Failure,JPC - Safety - Access,1330,Closed,Safety,81,0
T86430.18,Closed,1330 - Regeneron Building 19,Barriers required to close to excavation,2020-01-02,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,2020-02-28,FormAnswer,False,True,False,False,Standard,JPC - Safety - Excavations,1330,Closed,Safety,57,0
T86430.17,Closed,1330 - Regeneron Building 19,Metal/Steel skip to be emptied,2020-01-02,,Safety Notice (Amber) - General Issue,Main Contractor,2020-01-03,FormAnswer,False,True,False,False,Standard,JPC - Safety - Storage,1330,Closed,Safety,1,0
T86430.16,Closed,1330 - Regeneron Building 19,Valve to be protected with hard barrier,2020-01-02,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,2020-02-27,FormAnswer,False,True,False,False,Standard,JPC - Safety - House Keeping,1330,Closed,Safety,56,0
T86430.15,Closed,1330 - Regeneron Building 19,"Protruding rebar to be tied with 2 x 1s full width, for protection",2019-12-19,,Safety Notice (Amber) - General Issue,Concrete,2020-01-01,FormAnswer,False,True,False,False,Standard,JPC - Quality - Materials,1330,Closed,Safety,13,0
T86430.14,EHS Good Observation,1330 - Regeneron Building 19,Good housekeeping,2019-12-19,,Safety Notice (Green) - Good Observation,Concrete,2019-12-19,FormAnswer,False,True,False,False,Standard,JPC - Safety - House Keeping,1330,Closed,Safety,0,0
T86430.13,Closed,1330 - Regeneron Building 19,General waste skip to be emptied,2019-12-19,,Safety Notice (Amber) - General Issue,Main Contractor,2020-01-01,FormAnswer,False,True,False,False,Standard,JPC - Quality - Materials,1330,Closed,Safety,13,0
T86430.12,EHS Good Observation,1330 - Regeneron Building 19,General waste skip emptied before holidays,2019-12-19,,Safety Notice (Green) - Good Observation,Main Contractor,2019-12-19,FormAnswer,False,True,False,False,Standard,JPC - Safety - House Keeping,1330,Closed,Safety,0,0
T1.20030200,Closed,1330 - Regeneron Building 19,Barriers to be clipped and exclusion zones maintained ,2019-12-18,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,2020-01-01,FormAnswer,False,False,False,False,Standard,JPC - Safety - Plant & Equipment,1330,Closed,Safety,14,0
T1.20030197,Closed,1330 - Regeneron Building 19,Surpluses materials to be removed off site from level 2,2019-12-18,,Safety Notice (Amber) - General Issue,Concrete,2020-01-01,FormAnswer,False,False,False,False,Standard,JPC - Safety - House Keeping,1330,Closed,Safety,14,0
T92044.97,Closed,JPC Project Management>EHS Forms>01 Inspections,Housekeeping to ground floor edge beam  shuttering timbers to be removed to skip.,2019-12-16,,Safety Notice (Amber) - General Issue,Concrete,2020-01-01,FormAnswer,False,False,False,False,Standard,JPC - Safety - House Keeping,1330,Closed,Safety,16,0
T92044.96,Closed,JPC Project Management>EHS Forms>01 Inspections,shuttering  formwork,2019-12-16,,Safety Notice (Amber) - General Issue,Concrete,2020-01-01,None,False,True,True,False,Standard,JPC - Safety - House Keeping,1330,Closed,Safety,16,0
T92044.95,Closed,JPC Project Management>EHS Forms>01 Inspections,Housekeeping,2019-12-16,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,2020-01-01,None,False,True,True,False,Standard,JPC - Safety - House Keeping,1330,Closed,Safety,16,0
T92044.94,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Daily Safe Starts fully completed,2019-12-16,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,2019-12-16,None,False,True,False,False,Standard,Unassigned,1330,Closed,Safety,0,0
T92044.93,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Good safety warning with regards testing in sump area,2019-12-16,,Safety Notice (Green) - Good Observation,Main Contractor,2019-12-16,FormAnswer,False,True,False,False,Standard,Unassigned,1330,Closed,Safety,0,0
T92044.92,Closed,JPC Project Management>EHS Forms>01 Inspections,Barrier by site office being used as access to site. Either secure barrier or create walkway.,2019-12-16,,Safety Notice (Amber) - General Issue,Main Contractor,2020-01-01,FormAnswer,False,True,False,False,Standard,JPC - Safety - Access,1330,Closed,Safety,16,0
T97233.65,Closed,JPC Project Management>EHS Forms>01 Inspections,all material in MSCP area to be moved up to B19,2019-12-15,,Safety Notice (Amber) - General Issue,Main Contractor,2020-01-01,FormAnswer,False,True,False,False,Standard,JPC - Safety - House Keeping,1330,Closed,Safety,17,0
T97233.64,Closed,JPC Project Management>EHS Forms>01 Inspections,timber runners to be tidied up,2019-12-15,,Safety Notice (Amber) - General Issue,Main Contractor,2020-01-01,FormAnswer,False,True,False,False,Standard,JPC - Safety - House Keeping,1330,Closed,Safety,17,0
T97233.63,Closed,JPC Project Management>EHS Forms>01 Inspections,access required for lift shaft snagging,2019-12-15,,Safety Notice (Amber) - General Issue,Main Contractor,2020-01-01,FormAnswer,False,True,False,False,Standard,JPC - Safety - Access,1330,Closed,Safety,17,0
T97233.62,Closed,JPC Project Management>EHS Forms>01 Inspections,Pat Loughnane Leads are not pat tested or inspected and are left in an untidy manner,2019-12-15,,Safety Notice (Amber) - General Issue,Concrete,2020-01-01,FormAnswer,False,True,False,False,Standard,JPC - Safety - Electrical,1330,Closed,Safety,17,0
T97233.61,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,whiteboard meetings working well,2019-12-15,,Safety Notice (Green) - Good Observation,Main Contractor,2019-12-15,FormAnswer,False,True,False,False,Standard,Unassigned,1330,Closed,Safety,0,0
T92636.134,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Spotters observed with truck & teleporter. Generally working well on-site,2019-12-12,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,2019-12-12,FormAnswer,False,True,False,False,Standard,Unassigned,1330,Closed,Safety,0,0
T92636.133,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Daily Safe Start content generally good standard and signed off by JPC Management. ,2019-12-12,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,2019-12-12,FormAnswer,False,True,False,False,Standard,Unassigned,1330,Closed,Safety,0,0
T92636.132,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Barriers in place to excavations - generally well managed on-site ,2019-12-12,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,2019-12-12,FormAnswer,False,True,False,False,Standard,Unassigned,1330,Closed,Safety,0,0
T92636.131,Closed,JPC Project Management>EHS Forms>01 Inspections,Level 3 toe boards to opes to be dropped following concrete pour carried out yesterday. JPC to coordinate with PMG. ,2019-12-12,,Safety Notice (Amber) - General Issue,Scaffolding,2020-01-01,FormAnswer,False,True,False,False,Standard,JPC - Safety - Scaffolding,1330,Closed,Safety,20,0
T92636.130,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,"Barriers, spotters, JPC member of management in place for excavation works for electrical ducts. Note existing 20kv electrical ducts are switched out until Friday 1pm as coordinated with PMG & RGN. ",2019-12-12,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,2019-12-12,FormAnswer,False,True,False,False,Standard,Unassigned,1330,Closed,Safety,0,0
T92636.129,Closed,JPC Project Management>EHS Forms>01 Inspections,Mortar bin to be exchanged on level 2. ,2019-12-12,,Safety Notice (Amber) - General Issue,Concrete,2020-01-01,FormAnswer,False,True,False,False,Standard,JPC - Safety - House Keeping,1330,Closed,Safety,20,0
T92636.128,Closed,JPC Project Management>EHS Forms>01 Inspections,Petrol power washer to be stored on plant nappy,2019-12-12,,Safety Notice (Amber) - General Issue,Concrete,2020-01-01,FormAnswer,False,True,False,False,Standard,JPC - Safety - Environmental,1330,Closed,Safety,20,0
T92636.127,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Storage of timbers for grouting and column encasements barried off and stored in tidy manner,2019-12-12,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,2019-12-12,FormAnswer,False,True,False,False,Standard,Unassigned,1330,Closed,Safety,0,0
T92636.126,Closed,JPC Project Management>EHS Forms>01 Inspections,Edge shuttering located to east of building to be re-located nearer to required work area at north east of the building. Coordinate agreed area between JPC & PMG. ,2019-12-12,,Safety Notice (Amber) - General Issue,Concrete,2020-01-01,FormAnswer,False,True,False,False,Standard,JPC - Safety - Storage,1330,Closed,Safety,20,0
T92636.125,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Timbers tied to protruding rebar to level 2 & 3. ,2019-12-12,,Safety Notice (Green) - Good Observation,Concrete,2019-12-12,FormAnswer,False,True,False,False,Standard,Unassigned,1330,Closed,Safety,0,0
T92636.124,Closed,JPC Project Management>EHS Forms>01 Inspections,"Redundant materials to be removed from level 3 & skipped. (i.e timber pallets, empty tonne bags etc) ",2019-12-12,,Safety Notice (Amber) - General Issue,Concrete,2020-01-01,FormAnswer,False,True,False,False,Standard,JPC - Safety - Storage,1330,Closed,Safety,20,0
T92636.123,Closed,JPC Project Management>EHS Forms>01 Inspections,Sump protection adjacent to ground floor electrical robot to be skipped. ,2019-12-12,,Safety Notice (Amber) - General Issue,Main Contractor,2020-01-01,FormAnswer,False,True,False,False,Standard,JPC - Safety - House Keeping,1330,Closed,Safety,20,0
T92636.122,Closed,JPC Project Management>EHS Forms>01 Inspections,Foam protection for steel columns to south side to be tidied up. ,2019-12-12,,Safety Notice (Amber) - General Issue,Labour,2020-01-01,FormAnswer,False,True,False,False,Standard,JPC - Safety - Storage,1330,Closed,Safety,20,0
T92636.121,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Barriers in place to process excavations. JPC Management to monitor barriers & access points for Radleys  ,2019-12-12,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,2019-12-12,FormAnswer,False,True,False,False,Standard,Unassigned,1330,Closed,Safety,0,0
